data;local;risco;n_pessoas;origem;espera;vulneraveis;necessita_medico;nivel_aguasentimento;confiavel;prioridade;nivel_agua;sentimento
22/05/2020 05:09;16;2;5;instagram;93;FALSE;FALSE;;TRUE;4;teto;panico
19/07/2021 14:33;19;2;2;190;20;FALSE;TRUE;;FALSE;2;cintura;panico
05/11/2024 11:54;13;1;5;whatsapp;106;TRUE;FALSE;;TRUE;2;tornozelo;nervoso
31/07/2022 12:03;28;2;8;190;2;FALSE;FALSE;;TRUE;1;cintura;nervoso
19/03/2024 01:15;35;3;6;190;62;FALSE;TRUE;;FALSE;7;teto;panico
09/09/2021 10:08;2;1;7;instagram;0;FALSE;FALSE;;TRUE;2;cintura;panico
09/11/2022 14:45;0;4;1;whatsapp;18;FALSE;FALSE;;TRUE;4;teto;panico
31/12/2023 09:26;8;2;3;instagram;69;FALSE;FALSE;;TRUE;0;cintura;panico
11/12/2022 21:15;46;1;5;190;110;FALSE;FALSE;;TRUE;0;teto;nervoso
09/09/2023 14:47;31;2;9;whatsapp;42;FALSE;FALSE;;TRUE;1;cintura;nervoso
23/10/2025 14:21;28;0;1;whatsapp;54;FALSE;FALSE;;TRUE;0;teto;calmo
21/06/2023 23:08;3;3;9;instagram;67;FALSE;FALSE;;TRUE;5;teto;calmo
15/12/2023 21:08;33;4;8;whatsapp;25;FALSE;FALSE;;FALSE;4;teto;nervoso
07/02/2025 16:17;5;1;6;190;73;FALSE;FALSE;;TRUE;4;teto;nervoso
16/02/2021 23:23;13;2;7;190;0;FALSE;FALSE;;TRUE;1;cintura;calmo
09/02/2026 11:15;48;1;4;instagram;62;FALSE;FALSE;;TRUE;1;tornozelo;calmo
01/11/2025 02:45;24;1;5;instagram;89;TRUE;FALSE;;TRUE;2;tornozelo;calmo
11/11/2022 23:16;36;1;8;instagram;49;TRUE;FALSE;;TRUE;2;cintura;nervoso
06/04/2021 18:53;18;1;3;whatsapp;10;FALSE;FALSE;;TRUE;1;tornozelo;panico
06/04/2020 17:48;35;2;7;190;45;FALSE;FALSE;;TRUE;1;cintura;nervoso
28/06/2020 06:35;20;2;4;whatsapp;12;FALSE;FALSE;;TRUE;0;cintura;calmo
12/08/2024 20:54;5;3;1;instagram;55;FALSE;FALSE;;TRUE;4;teto;panico
16/10/2025 15:27;0;3;3;190;86;TRUE;FALSE;;TRUE;0;cintura;panico
04/05/2025 05:48;31;0;1;instagram;40;FALSE;FALSE;;TRUE;0;cintura;calmo
21/02/2026 00:22;17;1;4;whatsapp;112;TRUE;FALSE;;TRUE;3;tornozelo;panico
22/06/2024 23:27;25;1;3;whatsapp;102;TRUE;FALSE;;TRUE;2;tornozelo;nervoso
19/05/2020 17:46;8;2;5;instagram;56;FALSE;FALSE;;TRUE;2;teto;calmo
13/02/2026 21:22;48;1;7;instagram;88;FALSE;FALSE;;TRUE;4;teto;calmo
03/12/2022 14:30;26;3;2;190;1;TRUE;FALSE;;TRUE;3;cintura;panico
29/08/2022 10:38;13;2;7;whatsapp;101;FALSE;FALSE;;TRUE;0;cintura;calmo
09/10/2021 09:55;24;3;7;190;94;TRUE;FALSE;;TRUE;4;cintura;nervoso
05/05/2021 15:58;14;2;7;whatsapp;5;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
02/08/2020 12:54;31;4;5;instagram;79;FALSE;FALSE;;TRUE;3;tornozelo;panico
11/09/2025 01:04;25;2;6;instagram;23;FALSE;FALSE;;TRUE;1;cintura;nervoso
24/10/2020 18:58;34;2;2;190;8;FALSE;FALSE;;TRUE;0;teto;calmo
02/06/2021 18:39;15;4;8;190;45;FALSE;FALSE;;TRUE;4;teto;nervoso
29/08/2021 07:17;6;3;5;whatsapp;58;FALSE;FALSE;;FALSE;4;teto;panico
05/02/2025 02:59;19;2;8;whatsapp;104;FALSE;FALSE;;FALSE;2;cintura;nervoso
17/02/2026 14:50;38;1;3;instagram;7;TRUE;FALSE;;TRUE;2;cintura;panico
11/02/2021 05:42;26;4;1;190;92;FALSE;FALSE;;TRUE;3;cintura;panico
02/09/2021 12:11;23;0;8;instagram;110;FALSE;FALSE;;TRUE;2;tornozelo;calmo
03/09/2023 01:04;42;3;1;whatsapp;70;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
04/09/2020 15:38;11;3;3;190;74;TRUE;FALSE;;FALSE;4;tornozelo;panico
30/08/2023 18:48;10;0;5;190;86;FALSE;FALSE;;TRUE;0;cintura;nervoso
13/07/2023 21:43;18;1;9;190;92;FALSE;FALSE;;TRUE;3;tornozelo;panico
10/03/2025 23:53;47;1;8;whatsapp;13;FALSE;FALSE;;TRUE;2;tornozelo;panico
03/12/2023 12:14;7;4;4;whatsapp;79;FALSE;FALSE;;TRUE;4;teto;nervoso
03/12/2020 03:14;31;2;8;190;104;TRUE;FALSE;;TRUE;3;cintura;nervoso
04/02/2025 20:22;23;4;9;190;100;FALSE;FALSE;;TRUE;0;tornozelo;calmo
11/05/2023 16:59;40;3;7;whatsapp;40;TRUE;FALSE;;TRUE;6;teto;panico
13/02/2023 05:00;46;3;5;instagram;62;FALSE;FALSE;;FALSE;2;tornozelo;nervoso
06/06/2024 12:13;42;2;9;whatsapp;76;FALSE;FALSE;;TRUE;0;teto;nervoso
23/03/2024 02:38;18;2;4;190;101;FALSE;FALSE;;TRUE;0;teto;calmo
08/02/2021 00:25;28;3;8;instagram;82;FALSE;FALSE;;TRUE;5;teto;nervoso
14/10/2023 04:56;44;3;4;instagram;113;FALSE;FALSE;;TRUE;0;cintura;nervoso
03/01/2024 08:36;13;2;1;instagram;3;TRUE;TRUE;;TRUE;2;tornozelo;nervoso
15/01/2022 04:26;17;0;2;instagram;99;TRUE;FALSE;;FALSE;0;cintura;nervoso
07/07/2025 16:30;27;2;9;whatsapp;76;TRUE;FALSE;;TRUE;3;cintura;calmo
21/03/2020 23:19;1;3;9;whatsapp;36;TRUE;FALSE;;TRUE;3;cintura;nervoso
16/11/2023 13:43;37;1;7;instagram;22;FALSE;FALSE;;FALSE;1;cintura;calmo
24/05/2022 21:49;6;3;6;190;51;FALSE;FALSE;;TRUE;4;teto;calmo
16/02/2026 07:22;8;1;9;whatsapp;15;FALSE;TRUE;;TRUE;0;cintura;calmo
02/07/2022 18:19;38;0;8;whatsapp;49;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
26/01/2026 03:29;38;4;8;whatsapp;101;FALSE;FALSE;;TRUE;3;tornozelo;nervoso
29/06/2022 11:26;11;2;7;instagram;36;FALSE;FALSE;;FALSE;1;cintura;nervoso
06/06/2022 05:12;2;4;3;instagram;77;TRUE;FALSE;;TRUE;0;cintura;nervoso
29/03/2022 14:42;4;2;7;190;2;FALSE;FALSE;;TRUE;0;tornozelo;calmo
10/08/2024 15:29;14;2;2;instagram;80;FALSE;FALSE;;FALSE;1;cintura;nervoso
07/03/2021 10:04;4;3;4;190;17;FALSE;FALSE;;TRUE;2;cintura;panico
18/01/2024 13:06;18;2;9;190;101;FALSE;FALSE;;TRUE;5;teto;panico
15/11/2022 16:35;20;1;1;instagram;60;FALSE;FALSE;;TRUE;0;cintura;calmo
24/04/2021 19:50;36;2;7;190;6;FALSE;FALSE;;TRUE;2;cintura;panico
09/12/2024 20:40;41;0;4;whatsapp;29;TRUE;FALSE;;TRUE;2;cintura;panico
17/07/2021 04:37;13;2;1;190;27;FALSE;FALSE;;TRUE;0;cintura;nervoso
20/10/2024 18:15;13;3;6;instagram;80;TRUE;FALSE;;FALSE;4;tornozelo;calmo
06/07/2023 22:21;17;2;5;instagram;39;FALSE;FALSE;;TRUE;1;cintura;panico
09/04/2025 21:43;40;3;6;whatsapp;43;FALSE;FALSE;;TRUE;5;teto;panico
17/11/2024 05:45;40;2;9;instagram;103;FALSE;FALSE;;TRUE;0;teto;calmo
31/01/2020 12:28;5;2;3;whatsapp;36;FALSE;TRUE;;TRUE;0;teto;calmo
17/09/2025 02:24;47;2;2;instagram;104;FALSE;FALSE;;FALSE;1;tornozelo;nervoso
05/05/2020 12:35;12;2;5;whatsapp;118;FALSE;TRUE;;TRUE;0;teto;nervoso
13/11/2022 02:11;44;3;3;190;4;FALSE;FALSE;;TRUE;4;teto;panico
31/05/2022 04:13;35;2;1;instagram;114;FALSE;FALSE;;TRUE;1;tornozelo;calmo
09/12/2020 11:23;0;3;7;whatsapp;25;FALSE;TRUE;;TRUE;3;cintura;calmo
27/01/2026 20:20;12;4;4;instagram;94;FALSE;FALSE;;TRUE;2;cintura;calmo
20/02/2023 20:12;37;3;4;190;76;TRUE;FALSE;;TRUE;3;cintura;nervoso
03/04/2025 22:31;9;4;3;instagram;117;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
08/10/2025 00:06;35;1;4;190;104;FALSE;FALSE;;TRUE;2;cintura;panico
12/07/2021 16:01;2;0;2;190;93;TRUE;FALSE;;TRUE;5;teto;panico
01/09/2025 21:56;40;2;6;whatsapp;38;FALSE;FALSE;;TRUE;3;teto;calmo
09/09/2022 10:30;21;3;5;190;81;TRUE;FALSE;;TRUE;3;tornozelo;calmo
07/01/2022 12:01;15;4;3;instagram;28;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
07/06/2022 00:35;29;2;7;190;39;FALSE;FALSE;;TRUE;2;cintura;panico
10/05/2020 20:52;1;3;1;whatsapp;62;FALSE;FALSE;;TRUE;2;tornozelo;calmo
12/04/2023 03:46;7;1;4;whatsapp;38;TRUE;FALSE;;TRUE;2;cintura;panico
07/01/2022 19:12;25;2;1;190;4;FALSE;FALSE;;TRUE;0;tornozelo;calmo
08/08/2020 19:57;5;3;6;190;8;FALSE;FALSE;;TRUE;4;teto;calmo
18/04/2023 18:52;44;2;8;190;75;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
28/06/2023 11:58;4;2;4;whatsapp;10;FALSE;FALSE;;TRUE;1;tornozelo;panico
06/06/2023 13:37;5;1;4;whatsapp;117;FALSE;TRUE;;TRUE;2;tornozelo;calmo
06/07/2022 22:01;40;4;3;whatsapp;60;TRUE;FALSE;;TRUE;2;tornozelo;calmo
07/11/2020 15:51;36;3;2;190;35;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
19/05/2022 17:20;23;2;3;instagram;17;FALSE;FALSE;;TRUE;1;tornozelo;panico
27/02/2022 11:46;13;1;5;190;25;FALSE;FALSE;;TRUE;0;tornozelo;calmo
20/07/2022 18:11;17;4;2;190;6;FALSE;TRUE;;TRUE;5;teto;panico
13/12/2021 02:48;4;3;5;whatsapp;38;FALSE;TRUE;;TRUE;2;cintura;calmo
15/11/2021 11:46;11;0;3;190;94;FALSE;FALSE;;TRUE;1;tornozelo;calmo
12/04/2025 08:01;7;3;8;190;32;FALSE;TRUE;;TRUE;4;tornozelo;panico
19/02/2023 19:54;48;3;1;whatsapp;80;FALSE;FALSE;;TRUE;5;teto;panico
15/09/2024 21:27;2;4;7;whatsapp;9;FALSE;FALSE;;TRUE;3;cintura;panico
22/09/2023 15:44;45;0;3;instagram;50;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
12/03/2020 12:06;4;3;9;instagram;115;FALSE;FALSE;;TRUE;5;teto;calmo
04/06/2020 01:56;16;2;9;190;68;FALSE;FALSE;;TRUE;2;cintura;nervoso
18/04/2025 20:37;34;3;8;190;97;FALSE;FALSE;;FALSE;5;teto;calmo
02/07/2025 00:56;1;1;7;whatsapp;71;FALSE;FALSE;;TRUE;3;cintura;panico
18/11/2025 18:26;41;2;6;instagram;115;FALSE;FALSE;;TRUE;2;tornozelo;calmo
05/07/2025 14:34;17;1;1;190;103;FALSE;FALSE;;TRUE;1;cintura;calmo
13/05/2023 14:51;22;2;6;whatsapp;16;FALSE;FALSE;;TRUE;1;tornozelo;calmo
25/11/2024 04:44;31;4;5;whatsapp;90;TRUE;FALSE;;TRUE;4;tornozelo;panico
26/08/2024 17:56;43;3;7;instagram;16;FALSE;FALSE;;TRUE;2;cintura;calmo
17/07/2021 01:52;3;2;9;instagram;25;FALSE;FALSE;;TRUE;1;cintura;nervoso
12/07/2023 03:57;17;1;6;190;114;TRUE;FALSE;;TRUE;5;teto;nervoso
19/12/2021 08:54;18;3;3;instagram;39;FALSE;FALSE;;TRUE;4;teto;panico
05/07/2025 15:35;32;3;3;instagram;32;FALSE;FALSE;;TRUE;2;cintura;panico
15/04/2026 10:00;1;3;9;190;23;FALSE;TRUE;;TRUE;4;cintura;panico
16/04/2021 00:23;17;3;1;instagram;116;FALSE;FALSE;;TRUE;2;cintura;nervoso
11/02/2023 02:14;29;4;8;whatsapp;3;FALSE;FALSE;;TRUE;2;tornozelo;calmo
13/04/2023 01:55;44;4;8;190;3;FALSE;FALSE;;TRUE;2;cintura;calmo
09/02/2025 16:17;10;3;4;instagram;109;FALSE;FALSE;;TRUE;2;tornozelo;calmo
22/06/2023 22:04;38;3;8;whatsapp;59;TRUE;FALSE;;TRUE;6;teto;panico
12/02/2021 01:04;30;3;8;whatsapp;117;FALSE;FALSE;;TRUE;5;teto;calmo
07/06/2020 12:05;35;3;1;190;94;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
17/09/2024 08:25;34;2;4;whatsapp;79;FALSE;FALSE;;TRUE;3;teto;calmo
02/03/2026 20:36;5;3;8;190;56;FALSE;FALSE;;TRUE;4;teto;calmo
31/08/2025 06:02;27;2;7;whatsapp;61;FALSE;FALSE;;TRUE;2;cintura;nervoso
26/11/2024 15:34;27;2;9;whatsapp;93;FALSE;FALSE;;TRUE;5;teto;panico
29/07/2024 00:45;38;2;7;whatsapp;99;FALSE;FALSE;;TRUE;3;tornozelo;panico
09/10/2025 23:56;39;2;9;instagram;116;FALSE;FALSE;;TRUE;3;cintura;panico
21/01/2025 23:53;26;2;7;whatsapp;104;FALSE;FALSE;;TRUE;2;cintura;nervoso
18/11/2020 14:52;25;3;3;whatsapp;85;FALSE;TRUE;;TRUE;5;teto;calmo
15/08/2024 16:04;23;0;2;instagram;70;FALSE;FALSE;;FALSE;2;cintura;panico
27/02/2025 18:16;41;2;9;instagram;86;FALSE;TRUE;;TRUE;6;teto;panico
21/10/2024 20:54;28;4;6;190;94;TRUE;FALSE;;TRUE;5;cintura;panico
24/06/2025 19:26;31;2;9;whatsapp;60;FALSE;FALSE;;TRUE;1;cintura;calmo
30/05/2025 17:31;37;3;7;190;63;FALSE;FALSE;;TRUE;6;teto;panico
20/02/2023 07:04;15;3;7;instagram;11;FALSE;FALSE;;TRUE;2;tornozelo;calmo
24/04/2024 20:09;26;1;5;whatsapp;87;FALSE;FALSE;;TRUE;2;cintura;panico
27/10/2025 05:01;27;0;3;instagram;78;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
15/02/2025 10:52;27;4;5;instagram;103;FALSE;FALSE;;TRUE;3;cintura;panico
29/11/2020 09:53;32;2;9;whatsapp;55;FALSE;FALSE;;TRUE;0;teto;calmo
19/02/2021 21:28;1;4;4;190;113;FALSE;FALSE;;TRUE;2;cintura;nervoso
04/03/2022 19:31;40;3;1;instagram;78;FALSE;TRUE;;TRUE;4;cintura;panico
07/12/2022 01:58;9;4;7;whatsapp;92;FALSE;FALSE;;TRUE;3;tornozelo;calmo
09/04/2023 14:08;38;4;4;whatsapp;118;FALSE;FALSE;;TRUE;4;teto;calmo
09/02/2023 12:25;11;2;3;190;32;FALSE;FALSE;;TRUE;1;tornozelo;panico
06/10/2023 22:56;21;2;5;instagram;79;FALSE;FALSE;;TRUE;4;teto;panico
24/01/2022 03:58;35;2;8;whatsapp;81;FALSE;FALSE;;TRUE;0;cintura;nervoso
08/05/2020 04:09;3;2;7;whatsapp;16;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
25/04/2023 19:19;17;2;7;whatsapp;18;TRUE;FALSE;;TRUE;3;cintura;panico
09/10/2020 21:52;29;3;5;190;106;FALSE;FALSE;;TRUE;3;tornozelo;panico
29/11/2024 23:48;38;2;7;instagram;69;FALSE;FALSE;;TRUE;3;tornozelo;panico
26/08/2020 08:30;0;3;5;190;81;FALSE;FALSE;;TRUE;4;teto;nervoso
09/12/2022 04:07;39;4;4;whatsapp;15;TRUE;FALSE;;TRUE;4;teto;nervoso
01/09/2021 13:31;20;1;3;190;50;FALSE;FALSE;;TRUE;0;tornozelo;calmo
19/06/2025 11:42;47;3;6;190;35;FALSE;FALSE;;TRUE;4;teto;calmo
17/02/2020 10:14;38;3;1;190;34;FALSE;FALSE;;FALSE;0;teto;panico
01/12/2021 07:42;33;3;4;whatsapp;10;FALSE;FALSE;;TRUE;3;teto;nervoso
24/04/2023 22:11;0;0;1;instagram;88;FALSE;FALSE;;TRUE;3;teto;nervoso
15/03/2024 20:04;49;2;3;whatsapp;111;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
20/08/2023 19:02;28;4;3;190;81;FALSE;FALSE;;TRUE;5;teto;panico
09/12/2022 08:16;48;3;2;190;113;FALSE;TRUE;;TRUE;3;tornozelo;nervoso
12/04/2020 11:57;6;2;6;whatsapp;83;TRUE;FALSE;;TRUE;3;cintura;calmo
28/06/2025 00:37;33;4;9;whatsapp;16;FALSE;FALSE;;FALSE;2;cintura;nervoso
03/07/2022 16:21;35;2;1;instagram;10;TRUE;FALSE;;TRUE;1;cintura;calmo
28/04/2021 21:59;25;3;9;whatsapp;87;FALSE;FALSE;;TRUE;3;tornozelo;calmo
07/10/2024 02:51;22;1;2;190;13;FALSE;FALSE;;TRUE;0;cintura;calmo
18/10/2022 01:55;37;3;4;whatsapp;35;TRUE;FALSE;;TRUE;0;cintura;nervoso
28/02/2023 19:03;36;1;2;whatsapp;96;FALSE;FALSE;;TRUE;2;tornozelo;panico
22/11/2020 00:50;12;2;7;whatsapp;50;FALSE;FALSE;;TRUE;3;teto;nervoso
25/01/2022 16:58;5;4;4;instagram;119;TRUE;FALSE;;TRUE;3;tornozelo;calmo
23/10/2023 01:22;23;2;6;instagram;95;FALSE;FALSE;;TRUE;5;teto;panico
26/02/2023 22:12;34;3;9;instagram;56;FALSE;FALSE;;TRUE;0;cintura;panico
26/03/2021 00:33;21;1;7;instagram;26;TRUE;FALSE;;TRUE;5;teto;panico
29/03/2023 16:02;3;2;5;190;41;FALSE;FALSE;;TRUE;0;tornozelo;panico
22/01/2025 04:34;34;2;1;instagram;26;FALSE;FALSE;;TRUE;2;teto;nervoso
06/10/2021 04:36;11;3;9;instagram;116;FALSE;FALSE;;TRUE;3;tornozelo;nervoso
21/12/2020 12:10;2;2;7;190;90;FALSE;FALSE;;TRUE;3;tornozelo;panico
02/07/2024 19:30;29;4;2;whatsapp;67;FALSE;FALSE;;TRUE;3;cintura;panico
22/02/2023 00:08;0;0;3;190;10;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
13/01/2021 16:51;5;1;1;whatsapp;103;FALSE;FALSE;;TRUE;1;cintura;nervoso
22/04/2022 05:46;21;3;9;190;22;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
30/06/2025 19:54;2;2;2;190;113;FALSE;FALSE;;TRUE;2;tornozelo;panico
27/08/2022 12:05;26;3;7;instagram;80;FALSE;FALSE;;TRUE;3;tornozelo;nervoso
18/02/2024 22:24;18;3;9;whatsapp;55;FALSE;FALSE;;TRUE;4;teto;calmo
06/05/2022 04:38;34;3;7;whatsapp;42;FALSE;TRUE;;TRUE;4;tornozelo;panico
02/03/2021 22:41;27;3;7;instagram;49;FALSE;FALSE;;TRUE;2;cintura;calmo
19/05/2024 20:19;18;3;3;190;34;FALSE;FALSE;;TRUE;1;cintura;nervoso
15/11/2023 09:19;26;4;4;190;70;FALSE;FALSE;;FALSE;3;cintura;panico
21/08/2025 19:07;21;3;8;instagram;33;FALSE;FALSE;;TRUE;3;cintura;panico
25/02/2025 23:53;9;2;2;whatsapp;53;FALSE;FALSE;;TRUE;0;cintura;calmo
08/09/2023 20:39;40;2;5;instagram;27;FALSE;FALSE;;TRUE;2;teto;calmo
12/12/2024 09:11;28;1;3;instagram;107;FALSE;FALSE;;TRUE;0;teto;nervoso
23/07/2025 01:48;37;3;9;instagram;103;FALSE;FALSE;;TRUE;3;cintura;calmo
24/05/2022 06:52;47;3;6;whatsapp;97;TRUE;TRUE;;TRUE;7;teto;nervoso
03/09/2021 19:36;34;2;1;190;12;FALSE;FALSE;;TRUE;0;cintura;nervoso
10/07/2024 17:13;40;3;6;190;9;FALSE;FALSE;;TRUE;4;teto;nervoso
29/08/2023 23:52;49;3;3;whatsapp;59;FALSE;FALSE;;TRUE;0;cintura;nervoso
07/09/2020 03:20;21;3;7;whatsapp;45;TRUE;FALSE;;TRUE;3;cintura;calmo
13/05/2021 05:08;20;3;5;whatsapp;4;FALSE;FALSE;;TRUE;2;tornozelo;panico
04/03/2020 07:16;14;1;5;190;5;FALSE;FALSE;;TRUE;1;cintura;panico
02/04/2024 18:25;25;2;3;instagram;17;FALSE;FALSE;;TRUE;0;teto;calmo
11/05/2020 05:45;37;3;8;190;95;FALSE;FALSE;;TRUE;3;tornozelo;calmo
16/03/2024 20:51;43;2;6;instagram;87;TRUE;FALSE;;FALSE;6;teto;panico
04/03/2026 11:46;1;3;2;instagram;104;TRUE;FALSE;;TRUE;3;cintura;nervoso
07/09/2022 10:43;43;3;1;whatsapp;8;FALSE;FALSE;;TRUE;2;cintura;panico
30/09/2024 21:11;35;5;1;instagram;85;FALSE;FALSE;;TRUE;2;cintura;calmo
13/09/2023 12:57;48;1;2;190;60;FALSE;FALSE;;TRUE;0;cintura;nervoso
22/01/2020 16:28;35;1;5;190;89;FALSE;FALSE;;TRUE;4;teto;panico
12/02/2026 16:31;2;2;6;190;91;FALSE;FALSE;;TRUE;3;tornozelo;panico
18/03/2020 04:08;8;2;6;190;57;FALSE;FALSE;;TRUE;2;cintura;panico
20/01/2021 00:43;8;3;9;190;55;FALSE;FALSE;;TRUE;3;cintura;panico
28/02/2024 20:19;25;2;1;190;60;FALSE;FALSE;;TRUE;1;cintura;panico
08/01/2020 00:15;17;0;2;190;47;FALSE;TRUE;;TRUE;3;teto;calmo
21/03/2023 19:33;4;3;6;instagram;0;TRUE;FALSE;;FALSE;3;cintura;nervoso
24/01/2021 13:31;1;4;7;instagram;113;FALSE;FALSE;;TRUE;3;tornozelo;calmo
05/01/2025 14:37;33;3;3;190;70;FALSE;FALSE;;TRUE;2;cintura;calmo
03/02/2020 00:22;46;4;8;whatsapp;15;TRUE;FALSE;;TRUE;4;cintura;panico
05/10/2023 19:19;3;3;1;instagram;68;FALSE;FALSE;;TRUE;0;tornozelo;calmo
20/05/2024 23:12;29;4;1;instagram;33;FALSE;FALSE;;TRUE;1;cintura;nervoso
10/02/2025 07:28;8;1;8;190;36;FALSE;FALSE;;TRUE;3;teto;nervoso
31/10/2020 17:43;0;3;6;instagram;80;FALSE;FALSE;;TRUE;4;tornozelo;panico
19/06/2023 09:33;7;2;8;whatsapp;0;FALSE;FALSE;;TRUE;2;tornozelo;panico
18/05/2025 03:33;35;2;9;190;113;FALSE;FALSE;;TRUE;2;cintura;nervoso
13/12/2025 04:43;18;3;7;whatsapp;10;TRUE;FALSE;;TRUE;5;teto;calmo
07/03/2022 03:25;32;5;7;190;64;FALSE;FALSE;;TRUE;4;tornozelo;panico
27/11/2025 11:58;2;3;6;whatsapp;71;TRUE;FALSE;;TRUE;4;tornozelo;nervoso
06/08/2020 07:13;33;1;3;instagram;4;FALSE;FALSE;;TRUE;2;teto;calmo
01/08/2021 09:13;45;2;4;whatsapp;43;FALSE;FALSE;;TRUE;2;teto;calmo
13/12/2023 18:39;33;1;7;whatsapp;68;FALSE;FALSE;;TRUE;2;cintura;calmo
28/02/2022 11:00;18;5;7;whatsapp;46;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
25/07/2023 02:36;2;3;2;instagram;44;FALSE;TRUE;;TRUE;2;tornozelo;calmo
16/11/2025 07:32;14;5;9;190;26;FALSE;FALSE;;TRUE;4;teto;nervoso
04/07/2023 21:37;5;4;9;instagram;17;FALSE;FALSE;;TRUE;3;cintura;panico
15/03/2025 23:00;29;3;8;whatsapp;15;TRUE;FALSE;;TRUE;4;tornozelo;panico
10/08/2020 10:15;24;1;9;190;47;TRUE;TRUE;;TRUE;3;cintura;nervoso
21/10/2023 17:09;5;2;6;190;53;FALSE;FALSE;;TRUE;1;tornozelo;calmo
10/10/2022 13:05;9;2;5;190;103;FALSE;FALSE;;TRUE;2;tornozelo;panico
08/09/2024 16:29;47;2;1;instagram;67;FALSE;FALSE;;TRUE;3;teto;nervoso
12/04/2026 10:08;41;3;7;whatsapp;14;FALSE;FALSE;;TRUE;4;teto;calmo
17/10/2021 22:59;47;3;7;190;1;FALSE;FALSE;;FALSE;2;cintura;nervoso
05/08/2022 10:11;12;0;6;instagram;90;FALSE;FALSE;;TRUE;0;teto;nervoso
09/06/2022 04:45;17;2;8;instagram;20;FALSE;FALSE;;TRUE;1;cintura;nervoso
26/12/2022 21:28;30;0;4;190;32;FALSE;FALSE;;TRUE;0;tornozelo;calmo
23/10/2023 11:26;39;3;9;whatsapp;13;FALSE;FALSE;;TRUE;4;teto;nervoso
09/08/2020 19:52;48;0;7;instagram;6;FALSE;FALSE;;TRUE;1;cintura;nervoso
15/06/2025 04:48;49;3;7;whatsapp;112;FALSE;FALSE;;TRUE;3;cintura;nervoso
20/03/2025 12:34;13;1;5;190;97;FALSE;FALSE;;FALSE;2;tornozelo;panico
12/01/2023 13:14;49;2;1;190;28;FALSE;FALSE;;TRUE;1;tornozelo;panico
12/09/2025 07:46;22;1;3;instagram;96;FALSE;TRUE;;TRUE;2;tornozelo;nervoso
04/05/2020 14:31;19;3;6;whatsapp;92;TRUE;FALSE;;TRUE;7;teto;panico
09/03/2023 11:11;39;0;1;190;16;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
02/02/2026 11:07;44;5;7;whatsapp;1;TRUE;FALSE;;TRUE;3;tornozelo;nervoso
07/08/2024 20:49;5;3;6;whatsapp;88;TRUE;FALSE;;TRUE;4;cintura;nervoso
16/08/2023 16:45;22;3;6;whatsapp;96;FALSE;FALSE;;TRUE;4;cintura;panico
02/02/2025 20:26;48;1;2;instagram;49;FALSE;FALSE;;FALSE;0;tornozelo;calmo
30/08/2024 17:57;22;3;6;190;20;TRUE;FALSE;;FALSE;3;cintura;calmo
06/02/2023 09:25;17;2;5;190;45;FALSE;FALSE;;TRUE;3;teto;panico
18/09/2021 10:20;5;2;1;190;110;FALSE;FALSE;;TRUE;2;cintura;panico
16/07/2020 16:50;34;3;1;whatsapp;19;TRUE;FALSE;;TRUE;4;teto;nervoso
14/01/2025 02:32;8;2;5;whatsapp;18;TRUE;FALSE;;TRUE;4;teto;panico
19/06/2020 23:25;37;3;1;instagram;47;TRUE;FALSE;;TRUE;3;cintura;panico
19/11/2021 00:14;13;1;5;instagram;72;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
14/06/2022 09:08;20;3;6;190;115;FALSE;FALSE;;TRUE;3;tornozelo;calmo
18/08/2024 00:20;22;3;7;instagram;104;FALSE;FALSE;;FALSE;4;tornozelo;panico
14/12/2022 04:55;4;2;1;instagram;30;FALSE;FALSE;;TRUE;0;tornozelo;calmo
19/09/2025 10:18;27;3;8;190;73;FALSE;FALSE;;TRUE;3;cintura;calmo
08/12/2024 10:29;47;3;8;whatsapp;25;FALSE;FALSE;;FALSE;5;teto;panico
23/10/2021 21:20;16;2;9;instagram;65;TRUE;FALSE;;TRUE;4;tornozelo;panico
19/07/2021 19:02;32;4;8;190;21;FALSE;TRUE;;TRUE;6;teto;panico
28/03/2024 00:09;37;3;2;instagram;49;FALSE;FALSE;;TRUE;3;teto;calmo
18/05/2024 01:09;9;4;2;190;41;TRUE;FALSE;;TRUE;0;tornozelo;calmo
20/11/2024 04:20;12;2;9;190;52;TRUE;FALSE;;TRUE;2;cintura;calmo
