data;local;velocidade_vento;terreno;correnteza;visibilidade;obstaculos;risco
15/08/2021 23:07;5;99;seco;72;15;FALSE;3
04/08/2024 16:16;28;59;asfalto molhado;13;62;FALSE;2
08/03/2022 17:51;1;57;telhado;10;42;TRUE;4
25/01/2023 10:05;27;13;asfalto molhado;43;55;TRUE;2
02/02/2023 11:36;29;54;asfalto molhado;45;32;FALSE;3
11/02/2026 09:09;37;90;telhado;61;45;TRUE;5
14/08/2022 17:39;41;40;asfalto molhado;50;98;TRUE;2
07/06/2025 11:48;26;12;telhado;57;61;FALSE;2
23/12/2021 12:13;15;32;asfalto molhado;98;79;FALSE;2
16/11/2025 20:43;37;43;asfalto molhado;92;28;FALSE;3
25/07/2020 23:27;16;36;seco;28;28;FALSE;1
14/11/2023 03:46;15;42;asfalto molhado;77;45;FALSE;3
12/05/2023 11:49;33;99;lama;41;19;TRUE;4
01/04/2020 11:32;48;83;telhado;90;48;TRUE;5
30/08/2021 17:30;49;77;lama;62;89;FALSE;3
28/09/2022 00:31;39;5;telhado;83;47;FALSE;3
17/11/2025 06:43;21;87;lama;78;25;TRUE;5
02/08/2025 00:50;31;47;seco;73;72;FALSE;1
28/06/2022 00:21;16;28;telhado;77;82;TRUE;3
14/07/2025 14:00;41;27;telhado;85;3;FALSE;3
06/01/2025 16:22;37;79;seco;22;13;FALSE;2
25/11/2020 12:39;43;33;lama;85;71;FALSE;2
02/09/2020 12:55;7;82;asfalto molhado;40;42;TRUE;4
07/11/2025 15:32;27;2;navegavel;99;74;FALSE;1
14/08/2022 18:57;37;13;seco;69;79;TRUE;2
03/12/2025 02:13;20;50;lama;77;58;FALSE;2
10/03/2024 12:21;29;51;telhado;19;51;FALSE;2
26/08/2024 04:54;18;4;navegavel;64;16;TRUE;3
15/06/2024 12:53;5;34;seco;67;35;TRUE;3
24/11/2022 15:51;2;64;lama;51;30;FALSE;4
25/03/2020 18:53;24;45;telhado;69;96;FALSE;2
25/05/2021 06:48;24;38;telhado;95;91;TRUE;3
13/07/2021 10:37;33;76;seco;97;55;TRUE;3
31/12/2023 18:23;19;87;navegavel;49;62;TRUE;2
10/11/2022 08:56;46;6;telhado;65;87;TRUE;3
09/09/2025 11:40;37;48;navegavel;35;18;TRUE;2
20/05/2024 11:02;2;24;asfalto molhado;79;16;FALSE;3
21/03/2021 10:26;9;10;asfalto molhado;72;86;FALSE;2
11/10/2024 18:31;8;73;telhado;12;59;TRUE;3
21/01/2025 01:00;47;37;seco;24;55;FALSE;0
18/10/2025 07:18;30;8;navegavel;63;54;TRUE;2
02/03/2026 03:54;8;67;asfalto molhado;19;27;FALSE;3
11/07/2023 01:21;37;65;lama;57;61;TRUE;4
14/12/2023 12:41;13;56;seco;26;94;TRUE;2
24/03/2023 02:41;5;89;telhado;70;1;FALSE;4
14/08/2024 07:15;1;76;lama;42;12;TRUE;4
10/04/2025 20:59;0;35;telhado;50;92;TRUE;2
28/09/2024 09:00;38;37;seco;93;25;FALSE;2
19/07/2022 03:36;14;14;navegavel;1;13;TRUE;2
25/01/2025 08:20;31;45;seco;76;36;FALSE;2
15/05/2025 08:04;46;38;asfalto molhado;69;9;TRUE;4
23/04/2020 13:10;46;33;lama;78;33;TRUE;4
23/09/2022 06:53;0;21;seco;14;43;FALSE;1
22/09/2023 20:26;26;79;asfalto molhado;49;77;FALSE;2
11/03/2022 15:14;45;18;navegavel;60;22;TRUE;3
14/01/2024 19:49;31;16;seco;36;24;FALSE;1
31/12/2020 10:51;32;17;navegavel;79;55;FALSE;1
24/04/2020 15:19;39;78;asfalto molhado;14;90;FALSE;2
03/06/2025 12:19;39;51;asfalto molhado;35;2;TRUE;4
21/12/2024 05:35;41;99;asfalto molhado;74;1;FALSE;4
14/02/2022 02:25;14;26;navegavel;1;90;TRUE;1
22/05/2020 20:21;9;14;lama;89;51;FALSE;2
17/10/2023 11:16;6;22;seco;42;96;FALSE;0
11/11/2021 23:34;14;1;navegavel;77;9;FALSE;2
19/10/2024 01:24;37;37;navegavel;68;16;FALSE;2
27/04/2024 15:07;47;36;navegavel;60;57;FALSE;1
28/01/2025 08:18;14;51;asfalto molhado;33;29;FALSE;3
10/11/2023 16:57;17;10;seco;90;87;TRUE;2
02/10/2025 19:58;36;87;seco;84;48;FALSE;3
22/03/2022 22:29;1;21;navegavel;94;14;FALSE;2
25/11/2023 02:04;33;12;asfalto molhado;20;93;TRUE;2
01/02/2026 18:18;28;31;seco;17;59;TRUE;1
24/12/2024 17:52;34;17;asfalto molhado;66;98;FALSE;2
30/01/2023 02:29;16;50;asfalto molhado;29;99;FALSE;1
02/08/2020 09:18;42;72;navegavel;44;7;TRUE;3
05/07/2022 23:37;1;37;navegavel;70;2;FALSE;2
03/11/2022 17:31;17;28;navegavel;59;37;FALSE;2
13/03/2026 18:05;16;86;seco;17;79;FALSE;1
23/07/2023 22:39;28;51;lama;85;18;FALSE;4
03/03/2026 22:51;16;10;asfalto molhado;84;94;FALSE;2
23/01/2026 14:29;20;64;asfalto molhado;64;86;FALSE;3
29/03/2025 20:55;30;16;lama;6;16;FALSE;2
09/01/2026 03:29;16;45;seco;37;88;FALSE;0
02/05/2020 19:26;37;20;navegavel;12;72;TRUE;1
14/08/2022 09:25;14;41;navegavel;70;65;FALSE;1
17/01/2020 15:47;23;75;lama;97;91;TRUE;4
06/12/2021 20:22;23;26;navegavel;54;33;FALSE;2
07/03/2023 11:34;41;92;asfalto molhado;37;62;FALSE;2
